2026-09-02 10:15:20,327 INFO    MainThread:20029 [wandb_init.py:init():921] updated telemetry
2026-09-02 10:15:20,333 INFO    MainThread:20029 [wandb_init.py:init():944] communicating run to backend with 90.0 second timeout
2026-09-02 10:15:21,591 INFO    MainThread:20029 [wandb_init.py:init():981] starting run threads in backend
2026-09-02 10:15:21,768 INFO    MainThread:20029 [wandb_run.py:_console_start():2545] atexit reg
2026-09-02 10:15:21,768 INFO    MainThread:20029 [wandb_run.py:_redirect():2395] redirect: wrap_raw
2026-09-02 10:15:21,768 INFO    MainThread:20029 [wandb_run.py:_redirect():2464] Wrapping output streams.
2026-09-02 10:15:21,768 INFO    MainThread:20029 [wandb_run.py:_redirect():2487] Redirects installed.
2026-09-02 10:15:21,769 INFO    MainThread:20029 [wandb_init.py:init():1019] run started, returning control to user process
2026-09-02 10:15:35,180 INFO    MainThread:20029 [wandb_run.py:_finish():2316] finishing run jadestocking56-southeast-university/skyrl-swegym-stage1/nfzxf57a
2026-09-02 10:15:35,181 INFO    MainThread:20029 [wandb_run.py:_atexit_cleanup():2512] got exitcode: 0
2026-09-02 10:15:35,181 INFO    MainThread:20029 [wandb_run.py:_restore():2494] restore
2026-09-02 10:15:35,181 INFO    MainThread:20029 [wandb_run.py:_restore():2500] restore done
2026-09-02 10:15:37,618 INFO    MainThread:20029 [wandb_run.py:_footer_sync_info():3917] logging synced files
